0,1
182003.7,337678.6
182136.6,337569.6
182252.1,337413.6
182314.5,337284.7
182331.5,337122.3
182323.9,336986.2
182268.2,336832.6
182160.9,336655.2
181979.1,336429.5
181831.8,336190.0
181739.6,335986.8
181675.3,335763.7
181658.4,335634.2
181656.0,335462.9
181675.8,335298.4
181719.8,334886.7
181718.5,334648.8
181679.7,334431.2
181610.3,334246.2
181451.8,334036.9
181325.1,333902.8
181029.8,333659.8
180915.2,333552.3
180740.8,333269.0
180579.2,332791.5
180528.2,332688.4
180401.2,332495.6
180309.3,332403.3
180208.2,332320.8
179871.9,332233.2
179752.2,332167.2
179569.6,332020.7
179508.4,331895.7
179420.9,331549.2
179286.5,331321.7
179033.3,331056.8
178895.9,330931.0
178708.0,330721.2
178551.1,330484.9
178474.2,330268.2
178467.9,330173.2
178499.5,329972.1
178547.1,329872.1
178641.8,329757.9
178725.5,329694.9
178819.0,329641.1
178922.3,329613.7
179059.1,329601.6
179212.0,329615.7
179343.8,329665.4
179447.2,329719.2
179535.0,329783.1
179596.4,329852.6
179834.7,330110.0
179891.5,330197.1
180043.6,330284.2
180187.0,330301.9
180279.0,330298.9
180404.6,330253.6
180713.7,330019.7
180799.1,329941.7
180947.4,329805.2
180982.3,329755.4
181065.6,329581.2
181114.0,329411.3
181124.0,329230.0
181098.1,329116.5
181008.6,329001.9
180859.0,328892.4
180653.9,328835.6
180493.1,328774.1
180314.2,328643.3
180263.8,328559.2
180186.3,328323.5
180167.3,328130.4
180120.6,327963.6
179890.0,327316.9
179803.4,327192.7
179546.9,326921.5
179397.3,326815.2
179233.7,326566.4
179102.6,326345.2
178983.9,326114.0
178916.6,325897.1
178868.8,325698.5
178766.0,325759.0
178873.6,326139.8
178983.0,326377.6
179137.2,326629.8
179282.3,326818.2
179556.9,327130.8
179651.5,327210.2
179823.9,327473.8
180000.0,327954.8
180064.8,328200.4
180087.1,328495.0
180111.8,328573.6
180178.4,328666.7
180264.0,328759.2
180448.6,328870.8
180812.8,329033.7
180903.7,329094.2
180970.5,329196.9
180977.8,329323.7
180965.9,329444.7
180940.1,329531.3
180901.6,329618.3
180773.4,329788.8
180671.6,329855.8
180569.8,329922.8
180386.6,330089.0
180274.3,330153.0
180189.1,330168.4
180096.3,330149.2
180000.0,330089.4
179916.9,330002.5
179836.6,329878.1
179691.9,329724.0
179617.3,329665.7
179512.7,329583.7
179307.2,329514.1
179239.9,329507.2
179058.6,329491.5
178843.6,329516.4
178649.3,329598.9
178519.4,329704.7
178400.1,329845.1
178328.1,329974.5
178304.0,330111.8
178315.0,330257.5
178354.5,330396.0
178413.6,330552.8
178643.8,330850.5
178840.0,331069.4
178987.6,331213.9
179129.8,331387.1
179208.3,331457.6
179299.2,331619.8
179334.0,331707.6
179375.0,331896.8
179423.7,332025.4
179484.2,332116.0
179500.5,332140.5
179601.6,332222.9
179789.1,332324.8
179901.7,332357.7
179965.5,332376.3
180153.4,332490.9
180296.9,332606.9
180390.0,332737.3
180481.4,332909.0
180695.3,333432.4
180871.1,333661.7
181395.9,334130.0
181423.6,334170.2
181567.0,334377.7
181606.5,334519.2
181622.3,334715.3
181570.5,335323.9
181569.0,335519.7
181581.5,335709.6
181626.9,335936.5
181661.9,336024.3
181716.7,336162.0
181855.3,336427.2
182167.2,336848.5
182222.0,336973.6
182234.5,337060.8
182242.4,337115.7
182224.0,337230.5
182197.6,337298.0
182164.0,337354.6
182107.3,337450.0
181981.7,337587.3
181810.4,337684.8
182003.7,337678.6
